"","MS_SubClass","MS_Zoning","Lot_Frontage","Lot_Area","Street","Alley","Lot_Shape","Land_Contour","Utilities","Lot_Config","Land_Slope","Neighborhood","Condition_1","Condition_2","Bldg_Type","House_Style","Overall_Cond","Year_Built","Year_Remod_Add","Roof_Style","Roof_Matl","Exterior_1st","Exterior_2nd","Mas_Vnr_Type","Mas_Vnr_Area","Exter_Cond","Foundation","Bsmt_Cond","Bsmt_Exposure","BsmtFin_Type_1","BsmtFin_SF_1","BsmtFin_Type_2","BsmtFin_SF_2","Bsmt_Unf_SF","Total_Bsmt_SF","Heating","Heating_QC","Central_Air","Electrical","First_Flr_SF","Second_Flr_SF","Gr_Liv_Area","Bsmt_Full_Bath","Bsmt_Half_Bath","Full_Bath","Half_Bath","Bedroom_AbvGr","Kitchen_AbvGr","TotRms_AbvGrd","Functional","Fireplaces","Garage_Type","Garage_Finish","Garage_Cars","Garage_Area","Garage_Cond","Paved_Drive","Wood_Deck_SF","Open_Porch_SF","Enclosed_Porch","Three_season_porch","Screen_Porch","Pool_Area","Pool_QC","Fence","Misc_Feature","Misc_Val","Mo_Sold","Year_Sold","Sale_Type","Sale_Condition","Sale_Price","Longitude","Latitude","Log_Sale_Price","dist_HS","dist_MS","dist_PreSch","dist_ES_Sawyer","dist_ES_Mitchell","dist_ES_Meeker","dist_ES_Fellows","dist_ES_Edwards"
"1194","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",72,8872,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Very_Good",1965,2008,"Gable","CompShg","VinylSd","VinylSd","BrkFace",300,"Typical","CBlock","Typical","No","ALQ",1,"Unf",0,317,912,"GasA","Excellent","Y","SBrkr",912,0,912,1,0,1,0,2,1,5,"Typ",0,"Detchd","Unf",2,576,"Typical","Paved",0,240,0,0,0,0,"No_Pool","No_Fence","None",0,12,2008,"WD ","Normal",147000,-93.6261431,42.0471033,5.16731733474818,1102.07973626096,5292.43112408561,715.485119635614,4459.07040243517,6654.2236416757,1190.98773728165,503.891568753224,6034.50337457266
"1195","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",65,8125,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Good",1965,2005,"Hip","CompShg","HdBoard","HdBoard","None",0,"Typical","CBlock","Typical","No","ALQ",1,"Rec",456,196,912,"GasA","Excellent","Y","SBrkr",925,0,925,1,0,1,0,3,1,5,"Typ",0,"Detchd","Unf",2,576,"Typical","Paved",233,0,0,0,0,0,"No_Pool","No_Fence","None",0,7,2008,"WD ","Normal",135000,-93.624762,42.046584,5.13033376849501,1148.21645068462,5333.51514121556,653.117992724183,4548.77439580545,6564.30662685008,1064.17486531768,500.858215151802,6094.55704333105
"1196","Duplex_All_Styles_and_Ages","Residential_Low_Density",72,11072,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","Duplex","One_Story","Average",1965,1965,"Gable","CompShg","HdBoard","HdBoard","None",0,"Typical","CBlock","Typical","No","Unf",7,"Unf",0,1728,1728,"GasA","Typical","Y","SBrkr",1728,0,1728,0,0,2,0,6,2,10,"Typ",0,"Detchd","Unf",2,576,"Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,11,2008,"WD ","Normal",145000,-93.62462,42.047541,5.16136800223498,1226.70451467726,5416.12031525066,582.194836814425,4594.0019941681,6662.60240196883,1119.64353344755,598.66322501183,6165.28046897562
"1197","Duplex_All_Styles_and_Ages","Residential_Low_Density",74,13101,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","Duplex","One_Story","Average",1965,1965,"Gable","CompShg","HdBoard","HdBoard","BrkFace",108,"Typical","CBlock","Typical","No","LwQ",4,"Unf",0,1497,1728,"GasA","Typical","Y","SBrkr",1728,0,1728,0,0,2,0,6,2,10,"Typ",0,"Detchd","Unf",2,576,"Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,11,2008,"WD ","Normal",142600,-93.624632,42.048185,5.15411952551585,1275.55302432475,5465.9015018021,549.281152073809,4617.23687109267,6731.47333590279,1167.59437803719,662.267499795935,6206.25791970384
"1198","Duplex_All_Styles_and_Ages","Residential_Low_Density",87,9246,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","Feedr","Norm","Duplex","One_Story","Average",1973,1973,"Gable","CompShg","Plywood","Plywood","BrkFace",564,"Typical","CBlock","Typical","No","Unf",7,"Unf",0,1656,1656,"GasA","Typical","Y","SBrkr",1656,0,1656,0,0,2,0,4,2,8,"Typ",0,"Detchd","Unf",2,506,"Typical","Paved",0,211,0,0,0,0,"No_Pool","No_Fence","None",0,11,2008,"WD ","Normal",135000,-93.6304229,42.0453551,5.13033376849501,723.375191034139,4906.10340962124,1119.25853685538,4061.48101542121,6591.66900886398,1420.85723765863,345.431268952792,5633.83300182009
"1199","Two_Story_1946_and_Newer","Residential_Low_Density",0,13355,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","Norm","Norm","OneFam","Two_Story","Above_Average",1971,1971,"Gable","CompShg","HdBoard","HdBoard","None",0,"Typical","CBlock","Good","No","ALQ",1,"Unf",0,242,825,"GasA","Typical","Y","SBrkr",845,825,1670,0,0,1,1,4,1,7,"Typ",0,"Attchd","Fin",2,464,"Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,5,2008,"WD ","Normal",170000,-93.629079,42.044262,5.23044892137827,708.602292964721,4897.36519650668,1093.44214025649,4131.54943478898,6437.86511354561,1277.90542686127,183.497939247985,5654.02568264015
"1200","Two_Story_1946_and_Newer","Residential_Low_Density",0,8963,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","Norm","Norm","OneFam","Two_Story","Excellent",1976,1996,"Hip","CompShg","VinylSd","VinylSd","BrkFace",289,"Good","CBlock","Good","No","GLQ",3,"ALQ",80,487,1142,"GasA","Excellent","Y","SBrkr",1175,1540,2715,0,1,3,1,4,1,11,"Typ",2,"BuiltIn","Fin",2,831,"Typical","Paved",0,204,0,0,0,0,"No_Pool","No_Fence","None",0,7,2008,"WD ","Normal",299800,-93.630152,42.044058,5.47683162851226,628.04082815504,4818.37823553855,1178.11696128425,4040.0325913001,6449.27195661782,1357.70748149453,223.225514510104,5568.16453836319
"1201","Two_Story_1946_and_Newer","Residential_Low_Density",76,9120,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","Norm","Norm","OneFam","Two_Story","Above_Average",1974,1974,"Hip","CompShg","HdBoard","HdBoard","BrkFace",270,"Typical","CBlock","Typical","No","ALQ",1,"Unf",0,459,901,"GasA","Typical","Y","SBrkr",943,933,1876,0,0,2,1,4,1,8,"Typ",1,"Attchd","RFn",2,540,"Typical","Paved",0,69,0,0,0,0,"No_Pool","No_Fence","None",0,7,2008,"WD ","Normal",185000,-93.630732,42.044851,5.26717172840301,663.05061525634,4847.88681798096,1169.50454173177,4019.87290317046,6549.07620081899,1427.55833995545,318.248747027171,5580.15836482781
"1202","Two_Story_1946_and_Newer","Residential_Low_Density",0,9130,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","Feedr","Norm","OneFam","Two_Story","Very_Good",1966,2000,"Hip","CompShg","HdBoard","HdBoard","BrkFace",252,"Typical","CBlock","Typical","No","GLQ",3,"Rec",64,336,800,"GasA","Good","Y","SBrkr",800,832,1632,0,1,1,1,4,1,7,"Typ",0,"Attchd","Unf",2,484,"Typical","Paved",0,40,0,0,0,0,"No_Pool","No_Fence","None",0,7,2008,"WD ","Normal",173000,-93.625925,42.043142,5.2380461031288,865.510127998378,5003.45886756124,996.977047715115,4351.4432073437,6230.80118331157,994.063985836934,179.35928534806,5803.58437441503
"1203","Split_Foyer","Residential_Low_Density",0,12122,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Corner","Gtl","North_Ames","Norm","Norm","OneFam","SFoyer","Excellent",1961,2007,"Gable","CompShg","CemntBd","CmentBd","Stone",210,"Typical","CBlock","Typical","Av","ALQ",1,"Unf",0,77,944,"GasA","Good","Y","SBrkr",999,0,999,1,0,1,0,3,1,6,"Typ",0,"Attchd","RFn",2,588,"Typical","Paved",144,76,0,0,0,0,"No_Pool","No_Fence","None",0,7,2008,"WD ","Normal",178400,-93.624499,42.043845,5.2513948500401,1004.97550769982,5143.68954731502,864.451135617531,4484.73134265509,6267.23318599295,903.123973295465,315.339919858223,5945.03330520455
"1204","Two_Story_1946_and_Newer","Residential_Low_Density",0,9900,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","Feedr","Norm","OneFam","Two_Story","Average",1968,1968,"Gable","CompShg","MetalSd","MetalSd","BrkFace",342,"Typical","CBlock","Typical","No","BLQ",2,"Unf",0,280,832,"GasA","Good","Y","SBrkr",1098,880,1978,0,0,2,1,4,1,9,"Typ",1,"Attchd","RFn",2,486,"Typical","Paved",0,43,0,0,0,0,"No_Pool","Good_Privacy","None",0,4,2008,"WD ","Normal",176000,-93.625799,42.044101,5.24551266781415,921.78172327117,5082.34696767703,907.590152577663,4387.93517261573,6328.28630035406,1013.94103467003,235.339584244294,5869.68057999252
"1205","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",74,7785,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average",1956,1956,"Gable","CompShg","HdBoard","HdBoard","None",0,"Typical","Slab","No_Basement","No_Basement","No_Basement",5,"No_Basement",0,0,0,"GasA","Typical","Y","SBrkr",1014,0,1014,0,0,1,0,2,1,6,"Typ",0,"Attchd","RFn",1,267,"Typical","Paved",0,0,40,0,200,0,"No_Pool","Good_Wood","None",0,3,2008,"WD ","Normal",98000,-93.621336,42.042398,4.9912260756925,1203.22745482519,5242.8340849788,903.689603968099,4703.62529033887,6036.40428611245,605.833341333633,556.552139547122,6087.24790425992
"1206","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",77,8593,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Above_Average",1957,1957,"Hip","CompShg","MetalSd","MetalSd","None",0,"Typical","CBlock","Typical","No","Rec",6,"Unf",0,619,907,"GasA","Excellent","Y","SBrkr",907,0,907,0,0,1,0,3,1,5,"Typ",0,"Detchd","Unf",1,352,"Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,7,2008,"WD ","Normal",109008,-93.622673,42.044773,5.03745837159532,1185.62064854191,5325.37911917452,697.185828271704,4656.9143602459,6321.17866886676,809.755919804931,495.369774845161,6127.80768449815
"1207","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,8475,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Good",1956,1956,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","CBlock","Typical","No","ALQ",1,"Unf",0,724,952,"GasA","Excellent","Y","FuseA",952,0,952,0,0,1,0,2,1,4,"Typ",0,"Detchd","Unf",1,283,"Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,4,2008,"WD ","Normal",135750,-93.622662,42.044773,5.13273983826088,1186.43756138253,5326.06636054577,696.747363302194,4657.79255812807,6320.921393401,808.971262445338,496.185339080249,6128.577578321
"1208","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",80,8700,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Above_Average",1963,1963,"Hip","CompShg","MetalSd","MetalSd","BrkFace",148,"Good","CBlock","Typical","Mn","ALQ",1,"Unf",0,344,1120,"GasA","Good","Y","SBrkr",1128,0,1128,1,0,2,0,3,1,6,"Typ",0,"Attchd","RFn",2,525,"Typical","Paved",192,20,123,0,0,0,"No_Pool","Minimum_Privacy","None",0,12,2008,"WD ","Normal",155000,-93.629259,42.041229,5.19033169817029,535.680822855302,4655.91668536321,1336.54900190618,4035.82647299242,6129.75284007776,1243.40427729245,201.884190374921,5457.06652423551
"1209","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",100,10175,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average",1964,1964,"Gable","CompShg","HdBoard","Plywood","BrkFace",272,"Typical","CBlock","Typical","No","BLQ",2,"Unf",0,935,1425,"GasA","Good","Y","SBrkr",1425,0,1425,0,0,2,0,3,1,7,"Typ",1,"Attchd","RFn",2,576,"Typical","Paved",0,0,0,407,0,0,"No_Pool","No_Fence","None",0,7,2008,"WD ","Normal",180500,-93.629555,42.04066,5.25647720624168,500.057566492399,4595.64892298803,1400.50840261832,3999.4840972553,6080.67884092941,1268.7328741472,269.207951019075,5403.12217757884
"1210","Split_or_Multilevel","Residential_Low_Density",82,9020,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","SLvl","Good",1966,1966,"Gable","CompShg","HdBoard","HdBoard","BrkFace",183,"Typical","CBlock","Typical","Gd","Rec",6,"ALQ",539,276,1127,"GasA","Typical","Y","SBrkr",1165,0,1165,1,0,1,1,3,1,6,"Typ",0,"Attchd","RFn",2,490,"Good","Paved",0,129,0,0,0,0,"No_Pool","Good_Privacy","None",0,5,2008,"WD ","Normal",174900,-93.6277409,42.039235,5.24278980947868,653.036129130665,4608.98998209971,1441.00267804739,4121.11545436414,5876.79990276989,1136.90581026311,397.988054043969,5453.19446155897
"1211","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",80,9200,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Above_Average",1965,1965,"Gable","CompShg","HdBoard","HdBoard","None",0,"Typical","CBlock","Typical","No","Rec",6,"Unf",0,244,1136,"GasA","Typical","Y","SBrkr",1136,0,1136,1,0,1,0,3,1,5,"Typ",1,"Attchd","RFn",1,384,"Typical","Paved",426,0,0,0,0,0,"No_Pool","No_Fence","None",0,7,2008,"WD ","Normal",140000,-93.629884,42.040112,5.14612803567824,468.851517904449,4535.06347502724,1464.7530749995,3961.69110246403,6035.19576883504,1299.64395641346,335.895991855945,5348.35102058059
"1212","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",75,8250,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Good",1964,1964,"Hip","CompShg","HdBoard","HdBoard","Stone",260,"Typical","CBlock","Typical","No","Rec",6,"Unf",0,305,1092,"GasA","Excellent","Y","SBrkr",1092,0,1092,1,0,1,0,3,1,6,"Typ",0,"Attchd","RFn",2,504,"Good","Paved",0,0,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,7,2008,"WD ","Normal",145000,-93.6277098,42.0417754,5.16136800223498,675.117597254489,4792.21444538631,1207.69937133891,4173.67820922391,6138.86971372566,1117.78348213311,117.720109060362,5598.0202935185
"1213","Split_or_Multilevel","Residential_Low_Density",85,9350,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","SLvl","Very_Good",1965,1999,"Gable","CompShg","BrkFace","BrkFace","None",0,"Good","PConc","Typical","Gd","ALQ",1,"Unf",0,586,1219,"GasA","Good","Y","SBrkr",1265,0,1265,0,1,2,0,3,1,6,"Typ",1,"Attchd","RFn",2,502,"Typical","Paved",0,92,0,96,0,0,"No_Pool","Minimum_Privacy","None",0,10,2008,"WD ","Normal",179900,-93.6267969,42.0417764,5.25503116334555,747.945618415112,4849.36096879504,1162.06011971845,4247.52426529631,6112.26503950403,1042.50407403761,154.025023468726,5662.54203651298
"1214","Split_or_Multilevel","Residential_Low_Density",82,9020,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","North_Ames","Feedr","Norm","OneFam","SLvl","Average",1964,1964,"Gable","WdShngl","Plywood","Wd Sdng","BrkFace",259,"Typical","CBlock","Typical","Gd","GLQ",3,"Rec",336,288,1248,"GasA","Typical","Y","SBrkr",1350,0,1350,1,0,1,1,3,1,6,"Typ",0,"Attchd","RFn",2,520,"Typical","Paved",176,0,0,0,0,0,"No_Pool","Good_Privacy","None",0,6,2008,"WD ","Normal",168500,-93.626171,42.041811,5.22659990520736,799.057239723435,4891.26585171809,1129.46838474771,4298.95752101004,6098.04700041798,991.203038327902,190.321694527409,5708.87253854673
"1215","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",90,9900,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average",1961,1961,"Gable","CompShg","Plywood","Plywood","None",0,"Good","CBlock","Typical","No","Unf",7,"Unf",0,1114,1114,"GasA","Typical","Y","SBrkr",1114,0,1114,1,0,1,0,3,1,5,"Typ",0,"Attchd","RFn",2,451,"Typical","Paved",0,0,0,0,164,0,"No_Pool","No_Fence","None",0,5,2008,"COD","Abnorml",140000,-93.626762,42.038323,5.14612803567824,753.165572594504,4610.87836896189,1490.04319915903,4188.11456516164,5752.42478596514,1081.94487513171,509.883769826002,5476.22339199172
"1216","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",72,10007,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Good",1959,2006,"Gable","CompShg","HdBoard","HdBoard","BrkFace",54,"Typical","CBlock","Typical","No","ALQ",1,"Unf",0,247,1053,"GasA","Excellent","Y","SBrkr",1053,0,1053,1,0,1,1,3,1,5,"Typ",0,"Attchd","RFn",1,312,"Typical","Paved",0,0,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,8,2008,"WD ","Normal",145500,-93.623267,42.04102,5.16286299332193,1021.13405061377,5022.6717822389,1098.30035297337,4517.98863364628,5936.67377668077,747.993966841222,442.14369348889,5873.03145594169
"1217","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",80,10721,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Above_Average",1959,1959,"Hip","CompShg","HdBoard","HdBoard","Stone",243,"Typical","CBlock","Typical","No","Unf",7,"Unf",0,1252,1252,"GasA","Excellent","Y","SBrkr",1252,0,1252,0,0,1,0,3,1,7,"Typ",0,"Detchd","Unf",2,528,"Typical","Paved",0,39,0,0,0,0,"No_Pool","No_Fence","None",0,10,2008,"WD ","Normal",142000,-93.6219226,42.0418699,5.15228834438306,1144.27986393057,5168.47095278559,973.271612467563,4644.56302903983,5993.74688003613,642.564870624507,516.777088503566,6016.15706350432
"1218","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,12493,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average",1960,1960,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","PConc","Typical","No","ALQ",1,"Rec",306,375,1100,"GasA","Typical","Y","SBrkr",1100,0,1100,1,0,1,0,3,1,6,"Typ",1,"Attchd","RFn",1,312,"Typical","Paved",355,0,0,0,0,0,"No_Pool","Good_Wood","None",0,4,2008,"WD ","Normal",141000,-93.621566,42.041172,5.14921911265538,1162.75396206732,5144.82888230202,1040.70465276475,4659.41299433363,5910.86052653471,607.371757944078,565.64490354846,6004.50652103348
"1219","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,11332,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Corner","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Good",1960,2000,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","CBlock","Typical","No","BLQ",2,"Unf",0,590,1118,"GasA","Excellent","Y","SBrkr",1118,0,1118,1,0,1,0,3,1,6,"Typ",0,"Attchd","RFn",1,264,"Typical","Paved",290,0,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,8,2008,"WD ","Normal",153000,-93.622076,42.040296,5.1846914308176,1114.5972985984,5052.86602686601,1145.54764081318,4601.8390194256,5829.95913648464,655.590994420556,566.99265527918,5921.34576497088
"1220","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,6627,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Corner","Gtl","Brookside","Feedr","Norm","OneFam","One_Story","Above_Average",1949,1950,"Hip","CompShg","VinylSd","VinylSd","None",0,"Typical","CBlock","No_Basement","No_Basement","No_Basement",5,"No_Basement",0,0,0,"Floor","Typical","N","SBrkr",720,0,720,0,0,1,0,2,1,4,"Typ",0,"Detchd","Unf",1,287,"Fair","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,7,2008,"WD ","Normal",72500,-93.628205,42.035582,4.86033800657099,788.2434963461,4335.62850403449,1816.40103943008,4044.21326528143,5517.58030599642,1309.16667824949,803.945521286522,5233.25924432461
"1221","One_Story_1945_and_Older","Residential_Low_Density",56,4130,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Brookside","Norm","Norm","OneFam","One_Story","Above_Average",1935,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","CBlock","Typical","No","Unf",7,"Unf",0,270,270,"GasA","Good","Y","SBrkr",729,0,729,0,0,1,0,2,1,5,"Maj2",0,"No_Garage","No_Garage",0,0,"No_Garage","Dirt_Gravel",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,7,2008,"WD ","Normal",52000,-93.62936,42.035571,4.7160033436348,718.067219788427,4256.70218363082,1861.19334468689,3948.76342018306,5556.03691324656,1394.7625066449,812.359174015398,5146.56974640464
"1222","Two_Family_conversion_All_Styles_and_Ages","Residential_Low_Density",50,7420,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","Brookside","Artery","Artery","TwoFmCon","One_and_Half_Unf","Above_Average",1939,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"Typical","BrkTil","Typical","No","GLQ",3,"Unf",0,140,991,"GasA","Excellent","Y","SBrkr",1077,0,1077,1,0,1,0,2,2,5,"Typ",2,"Attchd","RFn",1,205,"Typical","Paved",0,4,0,0,0,0,"No_Pool","No_Fence","None",0,1,2008,"WD ","Normal",118000,-93.627578,42.034563,5.07188200730613,902.104053043849,4315.54040326384,1898.21391099216,4092.42553939717,5392.86665507462,1322.46879121214,918.088305497832,5233.08667699996
"1223","Two_Story_1945_and_Older","Residential_Low_Density",50,4882,"Pave","No_Alley_Access","Slightly_Irregular","Bnk","AllPub","Inside","Mod","Brookside","RRAn","Feedr","OneFam","Two_Story","Good",1937,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"Typical","PConc","Typical","No","Rec",6,"Unf",0,228,348,"GasA","Typical","Y","SBrkr",453,453,906,0,0,1,0,2,1,5,"Typ",0,"Basment","Unf",1,231,"Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,9,2008,"WD ","Normal",87000,-93.628236,42.035741,4.93951925261862,775.086699463494,4343.61137803848,1801.62896501559,4042.50503060259,5534.79226721523,1303.23596014912,786.295167431709,5238.54097306465
"1224","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",80,9600,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Above_Average",1960,1960,"Gable","CompShg","MetalSd","MetalSd","BrkFace",203,"Fair","CBlock","Typical","No","Rec",6,"Unf",0,638,1296,"GasA","Typical","Y","SBrkr",1496,0,1496,0,0,2,0,3,1,6,"Typ",0,"Attchd","RFn",2,450,"Typical","Paved",0,22,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,2,2008,"WD ","Normal",141500,-93.6285065,42.0380577,5.15075643986031,625.194596775774,4478.27455756231,1585.85841027742,4041.43662065348,5780.13720460613,1228.66959659721,529.614531179785,5334.93372881113
"1225","One_and_Half_Story_Finished_All_Ages","Residential_Low_Density",80,9600,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_and_Half_Fin","Average",1950,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","CBlock","Typical","No","BLQ",2,"Unf",0,752,1032,"GasA","Typical","Y","FuseA",1032,220,1252,0,0,1,0,3,1,6,"Typ",0,"Attchd","Unf",1,288,"Typical","Paved",0,0,96,0,0,0,"No_Pool","No_Fence","None",0,4,2008,"WD ","Abnorml",119000,-93.622644,42.036178,5.07554696139253,1152.93966699255,4756.11092353491,1602.6021310192,4506.78287766089,5409.48519805757,886.018945142586,862.180607302511,5678.88837947186
"1226","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",80,9600,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Very_Good",1950,2006,"Gable","CompShg","HdBoard","HdBoard","None",0,"Good","CBlock","Typical","No","BLQ",2,"Rec",308,232,572,"GasA","Good","Y","SBrkr",1337,0,1337,1,0,1,0,3,1,7,"Typ",1,"Attchd","RFn",1,264,"Typical","Paved",0,192,0,0,0,0,"No_Pool","No_Fence","None",0,9,2008,"WD ","Normal",141500,-93.622644,42.036102,5.15075643986031,1156.16399345614,4751.61444738617,1610.87747054118,4506.31806813807,5401.50028198944,891.273797767372,869.428540904875,5675.46058211005
"1227","Split_or_Multilevel","Residential_Low_Density",80,9600,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","SLvl","Above_Average",1955,1996,"Hip","CompShg","AsbShng","AsbShng","None",0,"Typical","CBlock","Typical","Av","BLQ",2,"Unf",0,161,992,"GasA","Good","Y","SBrkr",1661,0,1661,1,0,1,0,3,1,8,"Typ",1,"BuiltIn","RFn",1,377,"Typical","Paved",0,28,0,0,178,0,"No_Pool","Minimum_Privacy","None",0,10,2008,"WD ","Normal",165500,-93.623556,42.03713,5.21879799811174,1045.39457671406,4750.43703201977,1517.70358827761,4438.78348400416,5534.53524944073,889.314467317126,732.535069294652,5654.41337471492
"1228","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",63,7584,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Artery","Norm","OneFam","One_Story","Average",1953,1953,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",88,"Typical","CBlock","Typical","No","LwQ",4,"Unf",0,505,1036,"GasA","Excellent","Y","SBrkr",1036,0,1036,0,0,1,0,3,1,5,"Typ",0,"Attchd","RFn",1,312,"Typical","Paved",120,24,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,6,2008,"WD ","Normal",112900,-93.620487,42.034679,5.05269394192497,1383.86670867609,4824.1017940357,1741.23377123139,4678.85713649222,5194.3194718095,882.645403650839,1099.28484363845,5778.55451206133
