X,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Cond,Foundation,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,TotRms_AbvGrd,Functional,Fireplaces,Garage_Type,Garage_Finish,Garage_Cars,Garage_Area,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Sale_Price,Log_Sale_Price,dist_HS,dist_MS,dist_PreSch,dist_ES_Sawyer,dist_ES_Mitchell,dist_ES_Meeker,dist_ES_Fellows,dist_ES_Edwards,Neighborhood_Abbr,"Developed, Open Space 300m","Developed, Low Intensity 300m","Developed, Medium Intensity 300m","Developed, High Intensity 300m",Deciduous Forest 300m,Mixed Forest 300m,Pasture/Hay 300m,Woody Wetlands 300m,Cultivated Crops 300m,Open Water 300m,Grassland/Herbaceous 300m,Emergent Herbaceous Wetlands 300m,Barren Land 300m,Evergreen Forest 300m,Shrub/Scrub 300m,geometry...99,Open Water 600m,"Developed, Open Space 600m","Developed, Low Intensity 600m","Developed, Medium Intensity 600m","Developed, High Intensity 600m",Deciduous Forest 600m,Mixed Forest 600m,Pasture/Hay 600m,Cultivated Crops 600m,Woody Wetlands 600m,Emergent Herbaceous Wetlands 600m,Grassland/Herbaceous 600m,Barren Land 600m,Evergreen Forest 600m,Shrub/Scrub 600m,geometry...115,Open Water 1000m,"Developed, Open Space 1000m","Developed, Low Intensity 1000m","Developed, Medium Intensity 1000m","Developed, High Intensity 1000m",Deciduous Forest 1000m,Mixed Forest 1000m,Grassland/Herbaceous 1000m,Pasture/Hay 1000m,Cultivated Crops 1000m,Woody Wetlands 1000m,Emergent Herbaceous Wetlands 1000m,Barren Land 1000m,Evergreen Forest 1000m,Shrub/Scrub 1000m,geometry...131
2041,One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,0,12358,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Old_Town,Feedr,Norm,OneFam,One_and_Half_Fin,Above_Average,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,CBlock,Typical,No,Rec,6,Unf,0,360,720,GasA,Typical,Y,SBrkr,854,0,1382,0,0,1,1,2,1,7,Typ,0,Detchd,Unf,2,660,Typical,Paved,237,0,0,0,0,0,No_Pool,No_Fence,None,0,5,2007,WD ,Normal,128500,5.10890312766731,1824.357111781,4278.06311891619,2642.71796701885,4558.29735250054,4434.65003964341,1750.18440181969,1841.95559083465,5327.1872567473,Old_Town,0.10863509749303621,0.403899721448468,0.35097493036211697,0.13649025069637882,0,0,0,0,0,0,0,0,0,0,0,"c(-93.622793, 42.026723)",0,0.11521418020679468,0.37961595273264404,0.27031019202363366,0.20236336779911374,0,0,7.385524372230429e-4,0,0.02880354505169867,0,0.0029542097488921715,0,0,0,"c(-93.622793, 42.026723)",0.0013550135501355014,0.11002710027100271,0.33983739837398375,0.23631436314363144,0.1915989159891599,0.004336043360433604,0.0013550135501355014,0.01002710027100271,0.012466124661246613,0,0.09241192411924119,0,2.7100271002710027e-4,0,0,"c(-93.622793, 42.026723)"
2042,Two_Family_conversion_All_Styles_and_Ages,Residential_Medium_Density,60,10120,Pave,No_Alley_Access,Slightly_Irregular,Bnk,AllPub,Inside,Gtl,Old_Town,Feedr,Norm,TwoFmCon,Two_and_Half_Unf,Below_Average,1910,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,CBlock,Typical,No,Unf,7,Unf,0,925,925,GasA,Typical,N,FuseF,964,925,1889,0,0,1,1,4,2,9,Typ,1,Detchd,Unf,1,308,Typical,Dirt_Gravel,0,0,264,0,0,0,No_Pool,Minimum_Privacy,None,0,1,2007,WD ,Normal,122000,5.08635983067475,1936.46244366062,4307.10230607192,2727.0238124374,4637.73444103414,4324.48620278762,1811.46418033591,1947.12844902014,5368.22559286403,Old_Town,0.06406685236768803,0.27019498607242337,0.39275766016713093,0.27298050139275765,0,0,0,0,0,0,0,0,0,0,0,"c(-93.622025, 42.025893)",0,0.10022107590272661,0.3264554163596168,0.2851879145173176,0.27855563743551953,0,0,7.369196757553427e-4,0,0.008106116433308769,0,7.369196757553427e-4,0,0,0,"c(-93.622025, 42.025893)",0.0013572204125950054,0.11617806731813246,0.3289902280130293,0.24647122692725298,0.20846905537459284,0.0043431053203040176,0.0013572204125950054,0.007057546145494028,0.006514657980456026,0,0.07899022801302931,0,2.714440825190011e-4,0,0,"c(-93.622025, 42.025893)"
2043,One_and_Half_Story_Unfinished_All_Ages,Residential_Medium_Density,55,4388,Pave,No_Alley_Access,Slightly_Irregular,Bnk,AllPub,Inside,Gtl,Old_Town,Feedr,Norm,OneFam,One_and_Half_Unf,Good,1930,1950,Gable,CompShg,WdShing,Wd Sdng,None,0,Good,BrkTil,Typical,No,LwQ,4,Unf,0,556,672,GasA,Excellent,Y,SBrkr,840,0,840,0,0,1,0,3,1,5,Typ,1,No_Garage,No_Garage,0,0,No_Garage,Dirt_Gravel,0,0,0,0,0,0,No_Pool,No_Fence,None,0,6,2007,WD ,Normal,87000,4.93951925261862,1919.18998175526,4328.13771077888,2696.0772653157,4643.8541916284,4347.10317666329,1779.27483308957,1921.40450970772,5386.45181875499,Old_Town,0.06388888888888888,0.3055555555555556,0.375,0.25555555555555554,0,0,0,0,0,0,0,0,0,0,0,"c(-93.62188, 42.0261614)",0,0.09667896678966789,0.33579335793357934,0.2892988929889299,0.2686346863468635,0,0,7.380073800738007e-4,0,0.008118081180811807,0,7.380073800738007e-4,0,0,0,"c(-93.62188, 42.0261614)",0.0013575889220743959,0.10833559598153679,0.3358674993212055,0.24816725495519956,0.21015476513711648,0.004344284550638067,0.0013575889220743959,0.0065164268259571,0.005158837903882704,0,0.07846863969590008,0,2.7151778441487917e-4,0,0,"c(-93.62188, 42.0261614)"
2044,One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,60,10320,Pave,Gravel,Regular,Lvl,AllPub,Corner,Gtl,Iowa_DOT_and_Rail_Road,Artery,Norm,OneFam,One_and_Half_Fin,Very_Poor,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Fair,CBlock,Fair,No,Unf,7,Unf,0,771,771,GasA,Fair,Y,SBrkr,866,504,1484,0,0,2,0,3,1,6,Sal,0,Detchd,Unf,1,264,Fair,Dirt_Gravel,14,211,0,0,84,0,No_Pool,No_Fence,None,0,9,2007,COD,Abnorml,50000,4.69897000433602,2140.89311305201,4070.12059148989,3070.19319887004,4569.04377618185,4092.58282539591,2170.28905793981,2237.4459934736,5161.06965820112,Iowa_DOT_a,0.03611111111111111,0.275,0.3527777777777778,0.33611111111111114,0,0,0,0,0,0,0,0,0,0,0,"c(-93.623814, 42.022951)",0.0014684287812041115,0.11600587371512482,0.2723935389133627,0.2907488986784141,0.290014684287812,0.006607929515418502,0.0022026431718061676,0.0014684287812041115,0,0.01908957415565345,0,0,0,0,0,"c(-93.623814, 42.022951)",0.0019042437431991295,0.14825897714907507,0.2410228509249184,0.23612622415669204,0.1988574537540805,0.0073449401523395,0.003264417845484222,0.010337323177366704,0.04896626768226333,0,0.10119695321001088,0.0024483133841131663,2.720348204570185e-4,0,0,"c(-93.623814, 42.022951)"
2045,Two_Story_1945_and_Older,Residential_Low_Density,107,12888,Pave,No_Alley_Access,Regular,Bnk,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,OneFam,Two_Story,Very_Good,1937,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Good,CBlock,Typical,No,ALQ,1,Unf,0,717,1005,GasA,Typical,Y,SBrkr,1262,1005,2267,1,0,1,1,3,1,7,Typ,2,Attchd,Fin,2,498,Typical,Paved,521,0,0,0,0,0,No_Pool,No_Fence,None,0,4,2007,WD ,Normal,219000,5.34044411484012,1818.8989500803,2583.23506085394,3588.29717061588,1767.18409178908,6600.94357516072,3531.52349963768,2508.77509470784,3174.2896724274,Sawyer,0.2692307692307692,0.17032967032967034,0.06318681318681318,0.0027472527472527475,0.42857142857142855,0.03296703296703297,0.019230769230769232,0,0,0,0,0,0.013736263736263736,0,0,"c(-93.655699, 42.033524)",0,0.2547864506627393,0.19293078055964655,0.10309278350515463,0.05670103092783505,0.28718703976435933,0.05375552282768778,0.042709867452135494,0,0.0014727540500736377,0,0,0.007363770250368188,0,0,"c(-93.655699, 42.033524)",0,0.2584056399132321,0.17407809110629066,0.1705531453362256,0.06317787418655098,0.21475054229934923,0.02982646420824295,0.010303687635574838,0.03768980477223427,0.027114967462039046,0.010303687635574838,8.134490238611713e-4,0.002982646420824295,0,0,"c(-93.655699, 42.033524)"
2046,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,138,18030,Pave,No_Alley_Access,Slightly_Irregular,Bnk,AllPub,Inside,Gtl,Clear_Creek,Norm,Norm,OneFam,One_and_Half_Fin,Above_Average,1946,1994,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,CBlock,Typical,No,Rec,6,BLQ,469,977,1598,GasA,Typical,Y,SBrkr,1636,971,3086,0,0,3,0,3,1,12,Maj1,1,No_Garage,No_Garage,0,0,No_Garage,Paved,122,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,3,2007,WD ,Normal,200500,5.3021143769562,1861.79918394301,2542.67170701924,3632.14685745002,1732.90962514142,6605.77442614176,3572.04634959212,2551.77317141415,3130.2457595123,Clear_Cree,0.25069637883008355,0.20055710306406685,0.06128133704735376,0.002785515320334262,0.43175487465181056,0.033426183844011144,0.011142061281337047,0,0,0,0,0,0.008356545961002786,0,0,"c(-93.656124, 42.033285)",0,0.24296296296296296,0.20222222222222222,0.1037037037037037,0.04962962962962963,0.3,0.04888888888888889,0.0437037037037037,0,0.0014814814814814814,0,0,0.007407407407407408,0,0,"c(-93.656124, 42.033285)",0,0.25692558392178166,0.1784356328082564,0.1694731124388919,0.06246605105920695,0.21591526344378056,0.029875067897881587,0.010320478001086366,0.034492123845736015,0.029603476371537207,0.008962520369364476,5.431830526887561e-4,0.0029875067897881585,0,0,"c(-93.656124, 42.033285)"
2047,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,60,8160,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_and_Half_Fin,Above_Average,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,BrkTil,Typical,No,ALQ,1,Unf,0,444,756,GasA,Fair,N,FuseF,756,378,1134,1,0,1,1,3,1,7,Typ,0,Detchd,Unf,1,240,Typical,Partial_Pavement,0,0,0,0,0,0,No_Pool,No_Fence,None,0,4,2007,WD ,AdjLand,126000,5.10037054511756,2228.8260325022,2008.51790230212,4029.57836178507,1775.76167172078,6255.65537075544,3830.62609104322,2909.30437441874,2728.58100828698,Edwards,0.21487603305785125,0.24242424242424243,0.24517906336088155,0.06611570247933884,0.22589531680440772,0,0,0.005509641873278237,0,0,0,0,0,0,0,"c(-93.657089, 42.028048)",0,0.16568483063328424,0.20839469808541974,0.2555228276877761,0.09278350515463918,0.2349042709867452,0.011782032400589101,0.024300441826215022,0,0.0014727540500736377,0,0.0029455081001472753,0.0022091310751104565,0,0,"c(-93.657089, 42.028048)",0,0.21031207598371776,0.25237449118046135,0.22415196743554952,0.1044776119402985,0.1687924016282225,0.018995929443690638,0.0013568521031207597,0.016282225237449117,0,5.42740841248304e-4,0,0.0027137042062415195,0,0,"c(-93.657089, 42.028048)"
2048,Two_Family_conversion_All_Styles_and_Ages,Residential_Low_Density,59,4484,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,South_and_West_of_Iowa_State_University,Norm,Norm,TwoFmCon,One_and_Half_Fin,Above_Average,1942,1979,Gable,CompShg,Plywood,Plywood,None,0,Typical,CBlock,Typical,No,ALQ,1,Unf,0,187,672,GasA,Typical,N,SBrkr,778,504,1282,1,0,1,0,2,1,4,Typ,0,Detchd,Unf,1,240,Typical,Paved,0,88,0,0,0,0,No_Pool,Minimum_Privacy,None,0,7,2007,WD ,Normal,108500,5.03542973818455,2155.71230952547,2062.63556503722,3957.02920123376,1867.4201934089201,6181.27122214079,3743.58141734434,2833.16976657634,2809.24705927099,South_and_,0.17270194986072424,0.23119777158774374,0.30919220055710306,0.11977715877437325,0.1615598885793872,0,0,0.005571030640668524,0,0,0,0,0,0,0,"c(-93.655924, 42.028004)",0,0.1434878587196468,0.1949963208241354,0.28403237674760856,0.12214863870493009,0.2163355408388521,0.009565857247976454,0.025754231052244298,0,0.0014716703458425313,0,0,0.002207505518763797,0,0,"c(-93.655924, 42.028004)",0,0.20228384991843393,0.2425231103860794,0.24306688417618272,0.11555193039695487,0.1566068515497553,0.019303969548667754,0.0013594344752582926,0.016041326808047852,0,5.43773790103317e-4,0,0.0027188689505165853,0,0,"c(-93.655924, 42.028004)"
2049,Two_Family_conversion_All_Styles_and_Ages,Residential_Low_Density,75,11235,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,TwoFmCon,SFoyer,Average,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,CBlock,Typical,Av,ALQ,1,Unf,0,0,925,GasA,Typical,Y,SBrkr,999,0,999,1,0,1,0,3,1,6,Typ,0,Detchd,Unf,1,308,Typical,Paved,40,176,0,0,0,0,No_Pool,Minimum_Privacy,None,0,3,2007,WD ,Normal,130000,5.11394335230684,3392.69151591273,2235.84395261675,5073.46343682013,143.759063812128,7800.029127744,5144.86375491538,4068.19592507389,2143.64239513066,Sawyer,0.1671309192200557,0.5682451253481894,0.25348189415041783,0.011142061281337047,0,0,0,0,0,0,0,0,0,0,0,"c(-93.675549, 42.033272)",0,0.18228782287822878,0.4022140221402214,0.23247232472324722,0.007380073800738007,0.055350553505535055,0,7.380073800738007e-4,0.11955719557195572,0,0,0,0,0,0,"c(-93.675549, 42.033272)",0,0.18354087709799674,0.26475365457498645,0.1329182458040065,0.003519220357336221,0.2122360584731998,0.003789929615592853,5.414185165132648e-4,0.0010828370330265296,0.19220357336220897,0,0.005414185165132647,0,0,0,"c(-93.675549, 42.033272)"
2050,Split_Foyer,Residential_Low_Density,75,11235,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,OneFam,SFoyer,Average,1964,1980,Gable,CompShg,HdBoard,HdBoard,BrkFace,30,Typical,CBlock,Typical,Av,BLQ,2,Unf,0,635,1420,GasA,Good,Y,SBrkr,1452,0,1452,1,0,1,0,2,1,6,Min2,1,Detchd,Unf,2,572,Typical,Paved,92,0,88,0,0,0,No_Pool,No_Fence,None,0,11,2007,WD ,Normal,158450,5.19989224352632,3415.82143494589,2143.00631084698,5110.10091278879,206.299997293403,7743.33149828568,5162.49067363038,4094.58507488865,2056.51751760095,Sawyer,0.19444444444444445,0.6,0.18888888888888888,0.011111111111111112,0.005555555555555556,0,0,0,0,0,0,0,0,0,0,"c(-93.675559, 42.032426)",0,0.19145802650957292,0.406480117820324,0.23858615611192932,0.0066273932253313695,0.09720176730486009,0,0,0.05964653902798233,0,0,0,0,0,0,"c(-93.675559, 42.032426)",0,0.19804666304937601,0.2797069994574064,0.13836136733586543,0.004612045577862181,0.20184481823114486,0.0032555615843733042,8.138903960933261e-4,5.425935973955507e-4,0.1673901247965274,0,0.005425935973955507,0,0,0,"c(-93.675559, 42.032426)"
2051,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,62,14299,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,OneFam,One_Story,Fair,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,CBlock,Typical,No,Rec,6,LwQ,144,348,1005,GasA,Typical,Y,SBrkr,1005,0,1005,1,0,1,0,3,1,5,Typ,0,Detchd,Unf,2,440,Typical,Dirt_Gravel,0,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,7,2007,WD ,Normal,115400,5.06220580881971,3094.6494946733,2341.0567662283,4768.08067785579,406.39063214773,7667.11436695237,4850.94422429948,3767.53105089529,2379.17419185812,Sawyer,0.22714681440443213,0.518005540166205,0.1523545706371191,0,0.002770083102493075,0,0,0,0.0997229916897507,0,0,0,0,0,0,"c(-93.672207, 42.034453)",0,0.17429837518463812,0.3242245199409158,0.138109305760709,0.0029542097488921715,0.11004431314623338,0,0,0.25036927621861155,0,0,0,0,0,0,"c(-93.672207, 42.034453)",0,0.1545749864645371,0.24878180833784516,0.1261505143475907,0.003519220357336221,0.23795343800757987,0.014618299945858148,0.005955603681645912,0.02273957769355712,0.17920952896589062,0.0010828370330265296,0.005414185165132647,0,0,0,"c(-93.672207, 42.034453)"
2052,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,61,7943,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,OneFam,One_Story,Average,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkCmn,192,Fair,CBlock,Typical,Mn,Rec,6,Unf,0,126,1029,GasA,Good,Y,SBrkr,1029,0,1029,1,0,1,0,3,1,5,Typ,0,Attchd,Unf,1,261,Typical,Paved,64,0,39,0,0,0,No_Pool,No_Fence,None,0,4,2007,WD ,Normal,118500,5.07371835034612,2895.88032778124,2340.95955079875,4580.24559081243,608.470100906649,7509.94535185902,4649.97680984871,3571.00532461497,2477.03836866889,Sawyer,0.26869806094182824,0.37119113573407203,0.1523545706371191,0,0.0221606648199446,0,0,0,0.18559556786703602,0,0,0,0,0,0,"c(-93.669741, 42.034429)",0,0.1992619926199262,0.3025830258302583,0.08118081180811808,7.380073800738007e-4,0.17785977859778598,0.007380073800738007,0.0014760147601476014,0.22952029520295203,0,0,0,0,0,0,"c(-93.669741, 42.034429)",0,0.1589368049905072,0.23921887713588283,0.11011662598318415,0.0032546786004882017,0.26959587740710605,0.01735828586927041,0.010306482234879306,0.030105777054515868,0.15947925142392189,0.0013561160835367507,2.7122321670735016e-4,0,0,0,"c(-93.669741, 42.034429)"
2053,Split_or_Multilevel,Residential_Low_Density,65,14149,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,OneFam,SLvl,Very_Good,1964,2001,Hip,CompShg,HdBoard,HdBoard,BrkFace,50,Good,CBlock,Typical,Gd,LwQ,4,BLQ,722,190,980,GasA,Typical,Y,SBrkr,1020,0,1020,0,1,2,0,3,1,5,Typ,1,Detchd,Unf,2,528,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,5,2007,WD ,Normal,165000,5.21748394421391,3303.57426081499,2214.42750521292,4990.0869592024,232.851070182415,7720.84218741132,5054.17528302233,3980.27621988969,2172.94372858455,Sawyer,0.19008264462809918,0.6115702479338843,0.19008264462809918,0.008264462809917356,0,0,0,0,0,0,0,0,0,0,0,"c(-93.674417, 42.033193)",0,0.1875,0.36764705882352944,0.21176470588235294,0.0058823529411764705,0.09485294117647058,0,0,0.1323529411764706,0,0,0,0,0,0,"c(-93.674417, 42.033193)",0,0.1894822445107075,0.2686364868528056,0.13309840065058282,0.0035239902412577935,0.2060178910273787,0.004066142586066685,0.0013553808620222283,0.005963675792897805,0.18243426402819193,0,0.005421523448088913,0,0,0,"c(-93.674417, 42.033193)"
2054,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,11677,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,OneFam,One_Story,Below_Average,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,442,Typical,CBlock,Typical,Av,Rec,6,BLQ,761,30,1040,GasA,Typical,Y,SBrkr,1040,0,1040,1,0,1,0,3,1,6,Typ,0,Attchd,RFn,1,264,Typical,Paved,0,90,0,0,0,0,No_Pool,Minimum_Privacy,None,0,2,2007,WD ,Normal,123000,5.0899051114394,3267.61836152965,2118.72716028143,4969.90942573773,326.303419171671,7618.07199781405,5011.65611507459,3947.91783674224,2118.37047358091,Sawyer,0.24585635359116023,0.5966850828729282,0.1270718232044199,0.0027624309392265192,0.027624309392265192,0,0,0,0,0,0,0,0,0,0,"c(-93.67369, 42.032385)",0,0.20265291083271925,0.3596168017686072,0.18201915991156964,0.005158437730287398,0.1694915254237288,0,0,0.08106116433308769,0,0,0,0,0,0,"c(-93.67369, 42.032385)",0,0.20271739130434782,0.2872282608695652,0.13668478260869565,0.004347826086956522,0.19021739130434784,0.006521739130434782,0.001358695652173913,0.00625,0.1592391304347826,0,0.005434782608695652,0,0,0,"c(-93.67369, 42.032385)"
2055,Split_Foyer,Residential_Low_Density,70,8400,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,OneFam,SFoyer,Average,1966,1966,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,CBlock,Typical,Gd,LwQ,4,Rec,627,0,814,GasA,Good,Y,SBrkr,913,0,913,1,0,1,0,3,1,6,Typ,0,Detchd,Unf,1,240,Typical,Paved,0,0,252,0,0,0,No_Pool,No_Fence,None,0,5,2007,WD ,Normal,129000,5.11058971029925,3580.66729346215,2139.57019138586,5272.54540505724,204.169283689085,7850.28660914969,5327.30830041791,4259.18448245176,1963.86394393381,Sawyer,0.1270718232044199,0.5082872928176796,0.3425414364640884,0.022099447513812154,0,0,0,0,0,0,0,0,0,0,0,"c(-93.677504, 42.032098)",0,0.19114391143911438,0.43394833948339484,0.2693726937269373,0.008118081180811807,0.07380073800738007,0,7.380073800738007e-4,0.022878228782287822,0,0,0,0,0,0,"c(-93.677504, 42.032098)",2.7100271002710027e-4,0.1910569105691057,0.27588075880758806,0.14336043360433603,0.005149051490514906,0.1951219512195122,0.0024390243902439024,0.001897018970189702,0.005691056910569106,0.17371273712737129,0,0.005420054200542005,0,0,0,"c(-93.677504, 42.032098)"
2056,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,99,7094,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,OneFam,One_Story,Average,1966,1966,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,CBlock,Typical,No,Rec,6,LwQ,374,340,894,GasA,Typical,Y,SBrkr,894,0,894,0,0,1,0,3,1,5,Typ,0,Detchd,RFn,1,384,Typical,Paved,0,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,5,2007,WD ,Normal,125000,5.09691001300806,3552.92056168568,2067.82663420017,5255.15168826775,263.992584879746,7776.3634376432,5294.8833126463,4233.69475081598,1920.76056708739,Sawyer,0.19889502762430938,0.5524861878453039,0.22375690607734808,0.016574585635359115,0.008287292817679558,0,0,0,0,0,0,0,0,0,0,"c(-93.676953, 42.031533)",0,0.1976401179941003,0.42330383480825956,0.24631268436578171,0.00663716814159292,0.12020648967551623,0,7.374631268436578e-4,0.005162241887905605,0,0,0,0,0,0,"c(-93.676953, 42.031533)",2.7151778441487917e-4,0.19603584034754276,0.28753733369535706,0.15449361933206626,0.0070594623947868584,0.1968503937007874,0.0024436600597339125,0.001629106706489275,0.002986695628563671,0.14526201466196037,0,0.005430355688297583,0,0,0,"c(-93.676953, 42.031533)"
2057,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,8978,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,OneFam,One_Story,Average,1968,1968,Gable,CompShg,Plywood,Plywood,None,0,Typical,PConc,Typical,No,Unf,7,Unf,0,948,948,GasA,Typical,Y,SBrkr,948,0,948,0,0,1,0,3,1,6,Typ,0,Attchd,Unf,1,300,Typical,Paved,147,0,0,0,0,0,No_Pool,No_Fence,None,0,5,2007,WD ,Family,108000,5.03342375548695,3628.53337114373,2048.73535981381,5332.34920190314,306.273899381717,7810.09909237277,5369.14711649604,4309.76230487805,1862.40617579841,Sawyer,0.199438202247191,0.5196629213483146,0.2612359550561798,0.016853932584269662,0.0028089887640449437,0,0,0,0,0,0,0,0,0,0,"c(-93.677778, 42.031203)",0,0.20029673590504452,0.41543026706231456,0.24777448071216618,0.0066765578635014835,0.129080118694362,0,7.41839762611276e-4,0,0,0,0,0,0,0,"c(-93.677778, 42.031203)",0.0016238159675236806,0.19566982408660352,0.2838971583220568,0.16021650879566982,0.009472259810554804,0.18619756427604872,0.002435723951285521,0.002435723951285521,0.007848443843031122,0.14479025710419485,0,0.005412719891745603,0,0,0,"c(-93.677778, 42.031203)"
2058,Two_Family_conversion_All_Styles_and_Ages,Residential_Low_Density,70,8425,Pave,No_Alley_Access,Regular,Lvl,AllPub,FR3,Gtl,Sawyer,Feedr,Norm,TwoFmCon,One_Story,Above_Average,1971,1990,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,CBlock,Typical,Av,GLQ,3,Unf,0,20,768,GasA,Good,Y,SBrkr,868,0,868,1,0,1,0,2,1,6,Typ,0,Detchd,Unf,2,576,Typical,Paved,138,0,0,0,0,0,No_Pool,Good_Privacy,None,0,5,2007,WD ,Normal,119900,5.07881918309885,3711.68095673872,1881.92296093807,5435.43698121213,491.46489347555,7730.41148205305,5439.44761474164,4396.91145940547,1680.45337026692,Sawyer,0.27977839335180055,0.5152354570637119,0.1745152354570637,0.002770083102493075,0.027700831024930747,0,0,0,0,0,0,0,0,0,0,"c(-93.678149, 42.029562)",0,0.2345132743362832,0.3635693215339233,0.1873156342182891,0.00663716814159292,0.20722713864306785,0,7.374631268436578e-4,0,0,0,0,0,0,0,"c(-93.678149, 42.029562)",0.0016277807921866521,0.19777536625067824,0.30412371134020616,0.1961475854584916,0.017362995116657624,0.17444384156266957,0.0016277807921866521,0.0024416711882799783,0.0187194791101465,0.08355941399891481,0,0.002170374389582203,0,0,0,"c(-93.678149, 42.029562)"
